affix,word,sense,meaning,Affix,Source Word,Source Word Count,Derived Word,Derived word count,word_y
er,scorcher,person,"# {{lb|en|literally}} one who, or that which, [[scorch]]es.",er,scorch,409,scorcher,309,1003
er,scourger,person,"# one who, or that which, [[scourge]]s.",er,scourge,2141,scourger,9,1003
er,scrapbooker,person,# a person who [[scrapbook]]s.,er,scrapbook,808,scrapbooker,7,1003
er,scraper,person,# one who scrapes horns.,er,scrape,1299,scraper,660,1003
er,scratcher,person,# someone who [[scratch]]es.,er,scratch,10288,scratcher,81,1003
er,scrawler,person,"# one who [[scrawl]]s; a hasty, awkward [[writer]].",er,scrawl,132,scrawler,7,1003
er,scambler,person,# one who [[scamble]]s.,er,scamble,4,scambler,17,1003
er,scribbler,person,# one who [[scribble]]s; a [[hasty]] or [[untalented]] [[writer]] or [[artist]].,er,scribble,322,scribbler,102,1003
er,scaffolder,person,# a person who [[erect]]s and [[dismantle]]s [[scaffolding]],er,scaffold,2229,scaffolder,39,1003
er,scroller,person,"# one who, or that which, [[scroll#verb|scroll]]s.",er,scroll,7571,scroller,215,1003
er,scryer,person,"# one who divines, sees or predicts the future by means of a scrying tool; especially a crystal ball.",er,scry,62,scryer,30,1003
er,scutcher,person,# one who [[scutch]]es.,er,scutch,12,scutcher,8,1003
er,seachanger,person,"# {{lb|en|australia}} one who [[move]]s to a location in proximity to the [[ocean]], for whom such a move is an extreme [[shift]] in one's life.",er,seachange,196,seachanger,10,1003
er,seceder,person,"# one who [[secede]]s, such as from a country or [[organization]]",er,secede,1575,seceder,28,1003
er,seducer,person,"# someone who [[seduce]]s, especially a man who seduces a woman",er,seduce,3837,seducer,457,1003
er,seether,person,#: ''like burnished gold the little '''seether''' shone.'' &mdash; dryden.,er,seethe,49,seether,399,1003
er,sentencer,person,# one who [[sentence]]s.,er,sentence,49447,sentencer,18,1003
er,screener,person,"# one who, or that which, [[screen]]s.",er,screen,107710,screener,254,1003
er,scalper,person,"# one who [[scalp]]s, or removes the scalp of another.",er,scalp,2347,scalper,77,1003
er,compounder,person,"# a person who [[compound]]s (mixes ingredients, and tests the result)",er,compound,40847,compounder,43,1003
er,conder,person,# one who [[watch]]es [[shoal]]s of [[fish]] so that they can be caught; a [[balker]].,er,cond,3284,conder,460,1003
er,conformer,person,# a person who [[conform]]s; a [[conformist]],er,conformational,1663,conformer,119,1003
er,clocker,person,# a person who [[clock]]s (illegally winds back the milometer of) a [[motor car]],er,clock,48344,clocker,73,1003
er,chronographer,person,# one who writes a [[chronography]]; a [[chronologer]].,er,chronography,75,chronographer,19,1003
er,chunker,person,# {{lb|en|informal}} an [[obese]] or [[overweight]] person,er,chunk,3164,chunker,10,1003
er,cinematographer,person,# one who exhibits [[motion picture]]s; a [[projectionist]]. <!--webster 1913 supplement-->,er,cinematography,9381,cinematographer,8489,1003
er,citer,person,# one who [[cite]]s.,er,cite,6089,citer,24,1003
er,clammer,person,# one who [[dig]]s for [[clam]]s.,er,clam,2559,clammer,8,1003
er,commenter,person,# one who [[comment]]s.,er,comment,22703,commenter,155,1003
er,clamper,person,"# one who, or that which, [[clamp]]s.",er,clamp,3038,clamper,34,1003
er,clasher,person,# a person or thing that [[clash]]es.,er,clash,16665,clasher,5,1003
er,cleaver,person,"# a [[squarish]], heavy [[knife]] used by [[butcher]]s for [[hack]]ing through [[bone]]s etc",er,cleave,1574,cleaver,1727,1003
er,clinger,person,# one who [[cling]]s.,er,cling,1265,clinger,175,1003
er,clopper,person,# {{lb|en|my little pony|_|fandom slang}} one who engages in [[clopping]].,er,clop,43,clopper,58,1003
er,chomper,person,"# {{lb|en|rare}} one who, or that which, [[chomp]]s.",er,chomp,233,chomper,76,1003
er,clunker,person,"#* '''2004''', teralee e. m. bird, ''what the herald angel sang'' (seraphim trilogy book one), isbn 9781411617216:",er,clunk,83,clunker,58,1003
er,coercer,person,# one who [[coerce]]s.,er,coerce,1108,coercer,12,1003
er,cofferer,person,# one who keeps [[treasure]]s in a [[coffer]].,er,coffer,330,cofferer,87,1003
er,counterpuncher,person,# {{lb|en|tennis}} a player who [[return]]s every ball and relies on the opponent making mistakes,er,counterpunch,285,counterpuncher,31,1003
er,courter,person,"# one who [[court]]s; one who plays the [[lover]], or [[solicit]]s in [[marriage]].",er,court,557758,courter,109,1003
er,degrader,person,"# one who, or that which, [[degrade]]s.",er,degrade,2640,degrader,13,1003
er,deluder,person,# someone who [[delude]]s,er,delude,93,deluder,11,1003
er,deminer,person,# one who removes explosive [[mine]]s.,er,demine,7,deminer,12,1003
er,demolisher,person,# one who [[demolish]]es.,er,demolish,4166,demolisher,25,1003
er,deployer,person,"# one who, or that which, [[deploy]]s.",er,deploy,8379,deployer,91,1003
er,chopper,person,# {{lb|en|electronics}} any of various [[electronic]] [[switch]]es used to [[interrupt]] one [[signal]] under the control of another.,er,chop,3524,chopper,2468,1003
er,choker,person,"# one who, or that which, [[choke]]s or [[strangle]]s.",er,choke,4853,choker,204,1003
er,confuser,person,# one who or that which [[confuse]]s.,er,confuse,3417,confuser,5,1003
er,corrupter,person,# [[agent noun|agent noun]] of [[corrupt]]; one who corrupts.,er,corrupt,15463,corrupter,57,1003
er,conjoiner,person,# a person who [[conjoin]]s,er,conjoin,101,conjoiner,62,1003
er,conserver,person,# one who [[conserve]]s.,er,conserve,5062,conserver,47,1003
er,consoler,person,# one who gives [[consolation]].,er,console,22286,consoler,55,1003
er,consulter,person,"# one who [[consult]]s, or asks [[counsel]] or [[information]].",er,consult,5617,consulter,18,1003
er,consumer,person,"# one who, or that which, [[consume]]s.",er,consume,9137,consumer,50095,1003
er,contriver,person,# a person who [[contrive]]s; a [[schemer]] or [[planner]],er,contrive,179,contriver,12,1003
er,convener,person,# one who [[convene]]s or calls a meeting,er,convene,2075,convener,1125,1003
er,conveyancer,person,# {{lb|en|legal}} an [[attorney]] who passes [[transfer]] of [[immovable]] [[property]] from one party to another.,er,conveyance,1452,conveyancer,162,1003
er,convincer,person,"# one who, or that which, [[convince]]s; one who wins over by [[proof]].",er,convince,21245,convincer,17,1003
er,coper,person,# one who [[cope]]s.,er,cope,17010,coper,64,1003
er,cosplayer,person,# one who takes part in [[cosplay]].,er,cosplay,996,cosplayer,102,1003
er,chiromancer,person,"# a [[palm]] [[reader]], one who practices [[chiromancy]].",er,chiromancy,36,chiromancer,5,1003
er,costumer,person,"# a person who designs, makes or supplies theatrical [[costume]]s; a [[costumier]]",er,costume,24875,costumer,182,1003
er,cotransporter,person,# {{lb|en|biochemistry}} an integral membrane protein that actively transports molecules by using the concentration gradient of one molecule or ion concentration to force the other molecule or ion against its gradient,er,cotransport,42,cotransporter,115,1003
er,cottager,person,"# a person who has the [[tenure]] of a [[cottage]], usually also the [[occupant]].",er,cottage,22361,cottager,66,1003
er,coucher,person,# one who [[couch]]es.,er,couch,5286,coucher,132,1003
er,continuer,person,"# one who, or that which, [[continue]]s.",er,continue,151110,continuer,30,1003
er,counterbalancer,person,"# one who, or that which, [[counterbalance]]s.",er,counterbalance,1217,counterbalancer,6,1003
er,committer,person,# a person who [[commit]]s a [[crime]]; [[perpetrator]].,er,commit,19996,committer,59,1003
er,comber,person,"# a person who combs [[wool]], etc.",er,comb,3966,comber,505,1003
er,chider,person,# one who [[chide]]s.,er,chide,93,chider,6,1003
er,chipper,person,# someone who [[chip]]s (e.g. wood).,er,kipper,467,chipper,535,1003
er,interfacer,person,"# one who, or that which, [[interface]]s",er,interface,39315,interfacer,7,1003
er,retreater,person,# one who [[retreat]]s.,er,retreat,37278,retreater,11,1003
er,reforger,person,# one who [[reforge]]s.,er,reforge,59,reforger,105,1003
er,soarer,person,# one who [[soar]]s.,er,soar,2203,soarer,120,1003
er,stomacher,person,"#* '''1851''', commissioners for the exhibition of 1851, ''official descriptive and illustrated catalogue: volume 2'', [http://books.google.com/books?id=6r8-aaaacaaj&pg=pa689&dq=stomacher page 689]:",er,stomach,14329,stomacher,46,1003
er,stonewaller,person,# one who [[stonewall]]s.,er,stonewall,3783,stonewaller,22,1003
er,stooker,person,# {{lb|en|historical}} one who [[stook]]s.,er,stook,24,stooker,5,1003
er,storyboarder,person,# one who creates and arranges [[storyboard]] drawings.,er,storyboard,1661,storyboarder,25,1003
er,strafer,person,# one who [[strafe]]s.,er,strafe,328,strafer,27,1003
er,straightener,person,# anyone or anything which [[straighten]]s.,er,straighten,925,straightener,47,1003
er,strayer,person,# one who [[stray]]s.,er,stray,5374,strayer,355,1003
er,streaker,person,# person who runs [[naked]] through a [[public]] [[place]] as a form of [[devilment]].,er,streak,29886,streaker,223,1003
er,squirter,person,"# one who, or that which, [[squirt]]s.",er,squirt,684,squirter,28,1003
er,squirmer,person,"# one who, or that which, [[squirm]]s.",er,squirm,156,squirmer,16,1003
er,soiler,person,"# one who, or that which, [[soil]]s.",er,soil,67594,soiler,73,1003
er,stitcher,person,# one who [[stitch]]es.,er,stitch,3734,stitcher,145,1003
er,sopper,person,# one who [[sop]]s.,er,sop,961,sopper,27,1003
er,sorter,person,# a person employed to [[sort]].,er,sort,40815,sorter,287,1003
er,souper,person,"# {{lb|en|ireland|historical}} someone who, during the irish [[famine]], supplied [[food]] such as [[soup]] to [[catholic]]s who converted to [[protestantism]].",er,soup,12583,souper,89,1003
er,spammer,person,# {{lb|en|computing|internet}} someone who sends [[spam]].,er,spam,4612,spammer,209,1003
er,spanger,person,"# {{lb|en|us|pejorative}} [[beggar]], one who uses the phrase “[[spare change]]?”",er,spange,15,spanger,30,1003
er,spangler,person,"# one who, or that which, [[spangle]]s.",er,spangle,130,spangler,858,1003
er,sparkler,person,"#*: the ''playboy'' cover was of a girl in grey slacks and sandals, one hand on hip and the other waving a '''sparkler''' for independence day.",er,sparkle,1510,sparkler,153,1003
er,sparrer,person,"# someone who [[spar]]s, a [[fighter]]",er,spar,3569,sparrer,78,1003
er,spearer,person,# one who uses a [[spear]].,er,spear,9768,spearer,7,1003
er,speeder,person,"# one who [[speed]]s, or exceeds the maximum legal speed limit.",er,speed,191359,speeder,225,1003
er,stockinger,person,# one who [[weave]]s [[stockings]].,er,stocking,2402,stockinger,87,1003
er,starcher,person,# one who [[starch]]es.,er,starch,4329,starcher,56,1003
er,splasher,person,# someone who [[splash]]es.,er,splash,5251,splasher,34,1003
er,sizzler,person,"# one who, or that which, [[sizzle]]s.",er,sizzle,323,sizzler,209,1003
er,handicapper,person,# one who [[determine]]s the [[condition]]s of a [[handicap]].,er,handicap,12628,handicapper,193,1003
er,shitter,person,# {{lb|en|slang|vulgar}} [[one|one]] who [[shit]]s.,er,shit,5041,shitter,18,1003
er,shoer,person,# one who fits [[shoe]]s to the feet.,er,shoe,15227,shoer,8,1003
er,shover,person,# person who [[shove]]s; a [[pusher]].,er,shove,929,shover,31,1003
er,shrieker,person,# one who [[shriek]]s.,er,shriek,548,shrieker,79,1003
er,shrimper,person,# one who [[fish]]es for or catches [[shrimp]].,er,shrimp,7360,shrimper,32,1003
er,shuffler,person,# a person who [[shuffle]]s.,er,shuffle,3819,shuffler,85,1003
er,shunner,person,# one who [[shun]]s (a thing).,er,shun,3406,shunner,23,1003
er,sickener,person,"# one who, or that which, [[sicken]]s.",er,sicken,85,sickener,15,1003
er,sider,person,# one who [[take sides|takes a side]].,er,side,608081,sider,328,1003
er,shoveler,person,"# one who, or that which, [[shovel]]s.",er,shovel,2536,shoveler,178,1003
er,stifler,person,"# one who, or that which, [[stifle]]s; one who [[repress]]es or [[limit]]s.",er,stifle,926,stifler,335,1003
er,snowshoer,person,# one who [[traverse]]s snow wearing snowshoes.,er,snowshoe,812,snowshoer,8,1003
er,soaker,person,"# one who, or that which, [[soak]]s.",er,soak,1174,soaker,151,1003
er,statehooder,person,# a person who promotes or supports [[statehood]] for a certain territory.,er,statehood,5838,statehooder,6,1003
er,stayer,person,"# one who, or that which, [[uphold]]s or [[support]]s; a [[prop]].",er,stay,103172,stayer,314,1003
er,stealer,person,# {{lb|en|mostly|in combination}} one who [[steal]]s; a [[thief]].,er,steal,18439,stealer,431,1003
er,stemmer,person,# {{l|en|tuner}}: someone who tunes a musical instrument,er,stem,40389,stemmer,77,1003
er,stenciler,person,"# one who, or that which, [[stencil]]s.",er,stencil,1116,stenciler,6,1003
er,stenographer,person,"# someone skilled in the [[transcription]] of [[speech]] (for example, a [[secretary]] who takes [[dictation]])",er,stenography,238,stenographer,756,1003
er,stereotyper,person,"# one who makes [[stereotype]] [[plate]]s, or works in a stereotype [[foundry]].",er,stereotype,3994,stereotyper,10,1003
er,sternwheeler,person,# {{lb|en|nautical}} a [[vessel]] (especially a [[paddle steamer]]) propelled by a single [[paddle wheel]] positioned at the stern,er,sternwheel,226,sternwheeler,622,1003
er,spiller,person,# [[player]] {{gloss|one who plays any game}},er,spill,7150,spiller,747,1003
er,spoofer,person,# someone who [[spoof]]s.,er,spoof,4207,spoofer,23,1003
er,referrer,person,# a person who [[refer]]s another.,er,refer,337766,referrer,156,1003
er,rater,person,# one who provides a [[rating]] or [[assessment]].,er,rate,194226,rater,347,1003
er,repealer,person,# one who [[repeal]]s.,er,repeal,7862,repealer,20,1003
er,refuter,person,# person who [[refute]]s with an argument or example,er,refute,1875,refuter,5,1003
er,refounder,person,# one who [[refound]]s.,er,refound,124,refounder,10,1003
er,rafter,person,"# one of a series of [[sloped]] [[beam]]s that extend from the [[ridge]] or hip to the downslope [[perimeter]] or [[eave]], designed to support the roof deck and its associated loads.",er,raft,5545,rafter,1243,1003
er,rager,person,# {{lb|en|uncommon}} one who [[rage]]s.,er,rage,14691,rager,187,1003
er,railroader,person,# one who works for a [[railroad]] company.,er,railroad,137399,railroader,157,1003
er,raker,person,# a person who uses a [[rake]].,er,rake,2939,raker,234,1003
er,ranger,person,"# a [[ranger#english|ranger]], one who looks after a region",er,range,342218,ranger,18685,1003
er,ransacker,person,# one who [[ransack]]s.,er,ransack,301,ransacker,23,1003
er,ransomer,person,# person who pays a [[ransom]],er,ransom,9473,ransomer,6,1003
er,ratter,person,# one who [[rat]]s; a [[traitor]]; a [[deserter]].,er,rat,19660,ratter,93,1003
er,rester,person,# one who [[rest]]s.,er,rest,212973,rester,70,1003
er,ravener,person,"# {{lb|en|obsolete}} one who, or that which, [[raven]]s or [[plunder]]s.",er,raven,13056,ravener,5,1003
er,raver,person,"# a person who attends [[rave]] [[party|parties]], or who belongs to that [[subculture]].",er,rave,6950,raver,373,1003
er,razer,person,# someone who [[raze]]s.,er,raze,669,razer,399,1003
er,readjuster,person,"# one who, or that which, [[readjust]]s.",er,readjust,205,readjuster,94,1003
er,rearranger,person,"# one who, or that which, [[rearrange]]s.",er,rearrange,855,rearranger,19,1003
er,rebounder,person,# one who [[rebound]]s.,er,rebound,5034,rebounder,587,1003
er,rebuilder,person,"# one who, or that which, [[rebuild]]s",er,rebuild,14115,rebuilder,39,1003
er,rebuker,person,# one who [[rebuke]]s.,er,rebuke,1228,rebuker,5,1003
er,reclaimer,person,# one who [[reclaim]]s.,er,reclaim,5841,reclaimer,89,1003
er,recliner,person,"# one who, or that which, [[recline]]s.",er,recline,262,recliner,165,1003
er,retoucher,person,# one who [[retouch]]es,er,retouch,163,retoucher,53,1003
er,restauranter,person,# one who owns or operates a [[restaurant]].,er,restaurant,73966,restauranter,5,1003
er,spooner,person,# {{lb|en|dated}} person who engages in [[kiss]]ing and [[pet]]ting.,er,spoon,4951,spooner,1992,1003
er,remitter,person,"# one who [[remit]]s, or makes [[remittance]].",er,remit,2657,remitter,21,1003
er,springer,person,# a person that springs.,er,spring,175787,springer,5585,1003
er,squeaker,person,# one who or that which [[squeak]]s.,er,squeak,737,squeaker,151,1003
er,squealer,person,"# an animal that, or a person who [[squeal]]s; especially a [[pig]]",er,squeal,261,squealer,116,1003
er,server,person,# one who [[serve]]s; a [[waitress]] or [[waiter]].,er,serve,164311,server,36784,1003
er,serenader,person,# one who [[serenade]]s.,er,serenade,2285,serenader,17,1003
er,reigner,person,# one who [[reign]]s; a [[ruler]].,er,reign,73910,reigner,11,1003
er,relayer,person,"# one who, or that which, [[relay]]s.",er,relay,34526,relayer,53,1003
er,reloader,person,# one who reloads.,er,reload,1728,reloader,24,1003
er,remainderer,person,# one who [[remainder]]s (marks down unsold items).,er,remainder,55171,remainderer,5,1003
er,remainer,person,# one who [[remain]]s.,er,remain,130591,remainer,14,1003
er,remixer,person,# a person or thing that carries out [[remix]]ing,er,remix,28252,remixer,750,1003
er,restarter,person,# one who or that which [[restart]]s.,er,restart,6659,restarter,13,1003
er,remodeler,person,# a person who [[remodel]]s or does [[remodeling]].,er,remodel,1507,remodeler,31,1003
er,renouncer,person,# one who [[renounce]]s.,er,renounce,3122,renouncer,65,1003
er,reheater,person,"# one who, or that which, [[reheat]]s.",er,reheat,222,reheater,19,1003
er,renter,person,# one who [[rent]]s property or other goods from another.,er,rent,23784,renter,773,1003
er,repenter,person,# one who [[repent]]s.,er,repent,1427,repenter,5,1003
er,reprinter,person,# one who [[reprint]]s.,er,reprint,3631,reprinter,5,1003
er,requester,person,"# one who, or that which, makes a [[request]].",er,request,74972,requester,214,1003
er,resampler,person,# one who or that which [[resample]]s.,er,resample,45,resampler,5,1003
er,researcher,person,# one who [[research]]es.,er,research,532120,researcher,23448,1003
er,resorter,person,# one who [[resort]]s; a [[frequenter]].,er,resort,49131,resorter,5,1003
er,derailer,person,"# one who, or that which, [[derail]]s.",er,derail,947,derailer,28,1003
er,rumbler,person,"# one who, or that which, [[rumble]]s.",er,rumble,6032,rumbler,50,1003
er,glosser,person,# a polisher; one who gives a luster.,er,gloss,2842,glosser,27,1003
er,brainstormer,person,# one who [[brainstorm]]s.,er,brainstorm,752,brainstormer,5,1003
er,cellarer,person,"# the person, usually in a [[monastery]], responsible for providing [[food]] and [[drink]].",er,cellar,6808,cellarer,72,1003
er,cementer,person,# a person who applies [[cement]].,er,cement,18106,cementer,5,1003
er,chafer,person,# one who [[chafe]]s.,er,chafe,209,chafer,186,1003
er,channeler,person,# {{lb|en|parapsychology}} a person who engages in [[channeling]],er,channel,252008,channeler,62,1003
er,caresser,person,# one who [[caress]]es.,er,caress,381,caresser,8,1003
er,buttonholer,person,# one who [[detain]]s somebody in [[conversation]] against their will.,er,buttonhole,192,buttonholer,15,1003
er,bustler,person,"# one who [[bustle]]s; an active, stirring person.",er,bustle,873,bustler,29,1003
er,boulter,person,# one who [[boult]]s or [[sift]]s.,er,boult,914,boulter,447,1003
er,bowler,person,# {{lb|en|bowling}} one who engages in the sport of [[bowling]].,er,bowl,98617,bowler,15686,1003
er,braider,person,"# one who, or that which, [[braid]]s.",er,braid,2447,braider,17,1003
er,brancher,person,# that which shoots forth branches; one who shows growth in various directions.,er,branch,169660,brancher,17,1003
er,casher,person,"# one who [[cash]]es (a [[cheque]], etc.).",er,cash,57814,casher,29,1003
er,breaststroker,person,# a person swimming using the [[breaststroke]].,er,breaststroke,6465,breaststroker,27,1003
er,briber,person,# a person who [[bribe]]s,er,bribe,4289,briber,8,1003
er,bridger,person,"# one who [[bridge]]s, or connects two previously separate things.",er,bridge,275180,bridger,1511,1003
er,brightener,person,# one who or that which brightens.,er,brighten,502,brightener,22,1003
er,briner,person,# one who [[pickle]]s [[food]] in [[brine]].,er,brine,2867,briner,57,1003
er,broker,person,"# a [[mediator]] in general, one who liaises between two or more parties to attempt to achieve an outcome of some kind.",er,broke,106127,broker,8448,1003
er,browser,person,# a person or animal who [[browse]]s.,er,browse,1889,browser,12224,1003
er,brusher,person,# someone who [[brush]]es (any of the meanings).,er,brush,12688,brusher,15,1003
er,bucker,person,# {{lb|en|mining}} one who [[buck]]s [[ore]].,er,buck,17197,bucker,51,1003
er,budgeter,person,# one who [[budget]]s.,er,budget,94010,budgeter,11,1003
er,caver,person,# {{lb|en|colloquial}} a person who explores [[cave]]s; a [[spelunker]].,er,cave,53336,caver,147,1003
er,carver,person,# someone who [[carve]]s.,er,carve,2304,carver,7261,1003
er,bulldozer,person,# one who [[bulldoze]]s.,er,bulldoze,110,bulldozer,1265,1003
er,bottler,person,"# a person, company, or thing who [[bottle#verb|bottles]], especially in [[bulk]].",er,bottle,19050,bottler,382,1003
er,auditioner,person,# a person who conducts an [[audition]].,er,audition,15377,auditioner,113,1003
er,backgrounder,person,# a person employed to draw [[background]]s for a [[comic]] or [[cartoon]].,er,background,85909,backgrounder,37,1003
er,bagger,person,# one who [[bag]]s.,er,bag,22050,bagger,394,1003
er,bagpiper,person,# one who plays the [[bagpipe]]s.,er,bagpipes,1426,bagpiper,163,1003
er,barefooter,person,# one who takes part in [[water skiing]] without wearing water skis.,er,barefoot,3398,barefooter,5,1003
er,beader,person,# one who makes [[decorative]] [[beading]].,er,bead,2549,beader,10,1003
er,befriender,person,# one who [[befriend]]s.,er,befriend,1621,befriender,9,1003
er,believer,person,# a person who [[believe]]s; especially regarding [[religion]].,er,believe,100782,believer,5215,1003
er,belter,person,# {{lb|en|british|informal}} a very good-looking person.,er,belt,47634,belter,189,1003
er,bopper,person,# {{lb|en|informal|dated}} a person who [[dance]]s the [[bop]].,er,bop,4250,bopper,231,1003
er,caballer,person,# one who [[cabal]]s.,er,cabal,1586,caballer,49,1003
er,cartographer,person,# one who makes [[map]]s or [[chart]]s.,er,cartography,1785,cartographer,2071,1003
er,calker,person,# one who [[calk]]s.,er,calk,20,calker,38,1003
er,calligrapher,person,# one who practices [[calligraphy]],er,calligraphy,4249,calligrapher,1145,1003
er,cammer,person,# one who uses a [[webcam]]; a [[webcammer]].,er,cam,13373,cammer,88,1003
er,canoer,person,# one who travels by [[canoe]].,er,canoe,13481,canoer,2886,1003
er,canter,person,# one who [[cant]]s or [[whine]]s; a [[beggar]].,er,cant,2578,canter,951,1003
er,captioner,person,"# one who, or that which, adds [[caption]]s.",er,caption,2906,captioner,9,1003
er,capturer,person,"# one who, or that which, [[capture]]s.",er,capture,78409,capturer,27,1003
er,caravanner,person,# a person who leads a [[caravan]] (trail of animals),er,caravan,8423,caravanner,6,1003
er,carder,person,# a [[person]] [[employed]] to [[card]] [[wool]].,er,card,99931,carder,544,1003
er,carpetbagger,person,"# {{lb|en|politics|history|chiefly|us}} an immigrant from the northern to the southern states after the [[american civil war]] of 1861–5, especially one who went south to gain political influence; hence, someone intervening in the politics of an area with which they are thought to have no real connection.",er,carpetbag,36,carpetbagger,228,1003
er,bulldogger,person,# one who [[bulldog]]s (chases and wrestles a steer as a rodeo performance).,er,bulldog,4506,bulldogger,10,1003
er,bundler,person,"# {{lb|en|computing}} one who [[bundle]]s [[software]], etc. with another product.",er,bundle,10098,bundler,61,1003
er,adventurer,person,# one who [[adventure]]s; one who seeks his fortune in new and hazardous or [[perilous]] enterprises.,er,adventure,52684,adventurer,4334,1003
er,gabbler,person,"# one who [[gabble]]s, or [[prate]]s [[loquaciously]] on a [[trifling]] subject.",er,gabble,25,gabbler,5,1003
er,fouler,person,# one who [[foul]]s.,er,foul,11166,fouler,25,1003
er,foundationer,person,# {{lb|en|uk}} one who derives support from the [[fund]]s or [[foundation]] of a [[college]] or [[school]].,er,foundation,235908,foundationer,9,1003
er,fragger,person,# {{lb|en|us|military|slang}} one who [[frag]]s (deliberately kills a superior officer with a fragmentation grenade).,er,frag,312,fragger,20,1003
er,freelancer,person,# one who [[freelance]]s,er,freelance,13329,freelancer,1445,1003
er,freeskier,person,# a person who engages in [[freeskiing]],er,freeski,30,freeskier,60,1003
er,freestyler,person,# someone who competes in a [[freestyle]] sport such as freestyle skating or freestyle swimming,er,freestyle,32413,freestyler,124,1003
er,fulfiller,person,# one that fulfills.,er,fulfill,14077,fulfiller,18,1003
er,fuller,person,# a [[person]] who [[full]]s [[cloth]].,er,full,445826,fuller,16936,1003
er,ginner,person,# a person who operates a [[gin]].,er,gin,6508,ginner,58,1003
er,fuser,person,# the part of a [[laser printer]] that [[melt]]s the [[toner]] onto the [[medium]].,er,fuse,7393,fuser,71,1003
er,galloper,person,# one who [[gallop]]s.,er,gallop,1817,galloper,84,1003
er,griefer,person,# {{lb|en|online gaming}} one who [[grief#verb|griefs]]: a player who plays a game primarily to reduce other players’ enjoyment of it.,er,grief,9782,griefer,37,1003
er,gasper,person,# [[agent noun|agent noun]] of [[gasp]]; a person or animal that gasps.,er,gasp,1939,gasper,192,1003
er,gawker,person,"# someone who [[gawk]]s, someone who [[stare]]s [[stupidly]]",er,gawk,69,gawker,750,1003
er,gelder,person,# one who [[geld]]s or [[castrate]]s.,er,geld,615,gelder,787,1003
er,genocider,person,# one who commits [[genocide]].,er,genocide,15883,genocider,8,1003
er,ghoster,person,"#* '''2015''', maria mayer, ''crone''",er,ghost,43141,ghoster,49,1003
er,gibber,person,"# a [[boulder]], a [[stone]].",er,gibberish,612,gibber,100,1003
er,giber,person,# one who utters [[gibe]]s.,er,gibe,236,giber,6,1003
er,giggler,person,# a person who [[giggle]]s.,er,giggle,376,giggler,10,1003
er,gabber,person,# one who is addicted to [[idle]] [[talk]].,er,gab,1425,gabber,213,1003
er,halfer,person,# {{lb|en|obsolete}} one who possesses or gives [[half]] only; one who [[share]]s.,er,half,385277,halfer,10,1003
er,gipper,person,"# {{lb|en|obsolete|except|dialectal}} one who gips (''i.e.'', cleans fish in preparation for curing).",er,gip,288,gipper,88,1003
er,hagiographer,person,# someone who [[write]]s the [[biography]] of a [[saint]].,er,hagiography,1134,hagiographer,121,1003
er,burier,person,# one who [[bury|buries]],er,bury,14804,burier,8,1003
er,granter,person,# one who [[grant]]s.,er,grant,125859,granter,62,1003
er,burster,person,"# one who, or that which, [[burst]]s (causes to burst).",er,burst,13498,burster,60,1003
er,cheater,person,# one who [[cheat]]s.,er,cheat,4150,cheater,440,1003
er,disenchanter,person,# one who [[disenchant]]s,er,disenchant,23,disenchanter,10,1003
er,dismantler,person,# one who [[dismantle]]s.,er,dismantle,2030,dismantler,13,1003
er,dispeller,person,"# one who, or that which, [[dispel]]s.",er,dispel,1220,dispeller,16,1003
er,gnasher,person,# one who gnashes teeth.,er,gnash,106,gnasher,224,1003
er,gobbler,person,"# one who [[eat]]s [[food]] very [[quickly]], without [[decorum]].",er,gobble,172,gobbler,129,1003
er,golfer,person,# someone who plays [[golf]].,er,golf,76185,golfer,8143,1003
er,gorger,person,# one who [[gorge]]s,er,gorge,12899,gorger,12,1003
er,gossiper,person,# a person who [[gossip]]s.,er,gossip,7741,gossiper,27,1003
er,grappler,person,# one who grapples.,er,grapple,1329,grappler,357,1003
er,gurgler,person,"# one who, or that which, [[gurgle]]s.",er,gurgle,84,gurgler,10,1003
er,grasper,person,# a person who [[grasp]]s,er,grasp,5792,grasper,36,1003
er,greenmailer,person,# one who [[greenmail]]s.,er,greenmail,45,greenmailer,6,1003
er,glazier,person,"# one who [[glaze]]s; a [[craftsman]] who works with [[glass]], fitting windows, etc.",er,glaze,2254,glazier,514,1003
er,greeter,person,# a person who [[greet]]s people on their arrival.,er,greet,3486,greeter,181,1003
er,griller,person,"# one who, or that which, [[grill]]s.",er,grill,6465,griller,48,1003
er,groomer,person,"# a person who [[groom]]s (dogs, horses, etc.).",er,groom,7281,groomer,108,1003
er,guarder,person,# a person who [[guard]]s; a guard.,er,guard,129586,guarder,36,1003
er,guider,person,# one who [[guides]].,er,gider,9,guider,143,1003
er,guller,person,# one who [[gull]]s; a [[deceiver]].,er,gull,4551,guller,46,1003
er,gulper,person,# one who [[gulp]]s.,er,gulp,318,gulper,144,1003
er,arcader,person,# {{lb|en|informal}} one who plays [[arcade game]]s.,er,arcade,24012,arcader,6,1003
er,canvasser,person,"# someone who goes through a [[region]] [[soliciting]] [[vote]]s in an [[election]], or [[conducting]] a [[public opinion]] [[poll]]",er,canvass,610,canvasser,87,1003
er,smudger,person,"# one who, or that which, [[smudge]]s.",er,smudge,362,smudger,30,1003
